幹你娘: 髒話: 0.775572657585144, 屌你老母: 0.7581965923309326, 粗口: 0.7560597658157349, 粗話: 0.7392834424972534, 感嘆詞: 0.7087435126304626, 懶音: 0.7064943909645081, 雞巴: 0.7056534290313721, 嘆詞: 0.6996194124221802, 例句: 0.6984925866127014, 屄: 0.6948261260986328, 
有垃圾: 廢料: 0.6455417275428772, 袋內: 0.641636848449707, 貯存: 0.627669095993042, 堆放: 0.6248899698257446, 堆置: 0.6218602657318115, 發泡膠: 0.6202477216720581, 塑料袋: 0.6172972917556763, 底渣: 0.613993763923645, 易燃物品: 0.6135940551757812, 焚化: 0.6124694347381592, 
地獄魔人: 愛上屍: 0.6634870767593384, bride: 0.6501560211181641, 過埠: 0.6427795886993408, 花腰: 0.6149473190307617, 向後跑: 0.6007704734802246, 星靈節: 0.5897172689437866, 鬼娃: 0.5756029486656189, 九指: 0.5340787172317505, 暖簾: 0.5306558609008789, 愛鬥大: 0.5240448713302612, 
殺人滅口: 嫁禍: 0.8952717781066895, 滅口: 0.8800350427627563, 嫁禍於: 0.8550413846969604, 仇家: 0.8529955148696899, 栽贓: 0.8428570628166199, 頂罪: 0.8409853577613831, 見死不救: 0.8277363777160645, 路強: 0.825613260269165, 不遂: 0.8206762671470642, 未死: 0.8126529455184937, 
打爆: 打飛: 0.7919329404830933, 打中: 0.7890795469284058, 打掉: 0.7523664832115173, 猛擊: 0.7430449724197388, 刺中: 0.741919755935669, 踢飛: 0.7403990030288696, 弄斷: 0.7385870218276978, 爆頭: 0.7345767021179199, 丟出: 0.7316989302635193, 捱了: 0.7312986850738525, 
黃禍: 超限戰: 0.5724368095397949, 抗暴: 0.5666788816452026, 鬼腳: 0.5641065835952759, 鐵膽: 0.5514059662818909, 人定勝天: 0.5472269058227539, 碧血黃花: 0.5414953231811523, 怒拔: 0.5400937795639038, 滿清: 0.5398882627487183, 狼煙: 0.5382554531097412, 鐵拐: 0.5357439517974854, 
哪裡啊: 德雷頓: 0.5307987928390503, 福久: 0.5300148129463196, 吳摩西: 0.5285100936889648, 阿迪森縣: 0.5216478109359741, 法露迪: 0.5208094120025635, 帕鳳裕庭: 0.520382285118103, 魔電: 0.5196000933647156, 須藤真: 0.5179773569107056, 還懷著: 0.5176464915275574, 哈瑞絲: 0.5173690319061279, 
土裡土氣: 角式: 0.6821768283843994, 青春少女: 0.6810476183891296, 兩廂情願: 0.6721738576889038, 卻具: 0.6686683893203735, 想食: 0.6683536171913147, 女影迷: 0.6667656898498535, 巧慧: 0.6654816269874573, 沉魚: 0.6633833646774292, 思想單純: 0.6624448895454407, 玉肌: 0.6623923182487488, 
政治惡鬥: 社會現狀: 0.6292378902435303, 反獨: 0.6221256852149963, 許平: 0.6189725399017334, 抹紅: 0.6126862168312073, 意誌: 0.6097532510757446, 大而無當: 0.6090011596679688, 反中仇: 0.6080878973007202, 雙輸: 0.6060258150100708, 傾中: 0.6050872802734375, 仇中: 0.6037721037864685, 
發生口角: 發生爭執: 0.8523905873298645, 大打出手: 0.8317766189575195, 口角: 0.7996759414672852, 痛毆: 0.7549450397491455, 發生衝突: 0.7499215602874756, 一言不合: 0.7478436827659607, 動粗: 0.7314028143882751, 扭打: 0.730981707572937, 互毆: 0.7266789674758911, 爭執: 0.7253867387771606, 
還我土地: 艾洛亞: 0.8394821882247925, 朱洪達: 0.8333150148391724, 雙草: 0.8330205678939819, 舊眉莊: 0.8311354517936707, 歌珊: 0.830270528793335, encheloclarias: 0.8293218612670898, micropogonias: 0.828726053237915, 上覆加: 0.8279774188995361, unisel: 0.8279587030410767, 貓耳山: 0.8257919549942017, 
你懂不懂: 姜秉辰: 0.6809204816818237, 晏紫東: 0.6738688945770264, 美男記: 0.6730881333351135, 李招娣: 0.6678733229637146, 任言愷: 0.6674841046333313, 張雅欽: 0.666469931602478, 金大正: 0.6641659736633301, 潘智齊: 0.6604207754135132, 張雨劍: 0.6556148529052734, 夏燃: 0.6519641876220703, 
妄想症: 強迫症: 0.8375041484832764, 精神分裂: 0.833611249923706, 精神分裂症: 0.7953388690948486, 精神疾病: 0.7897562980651855, 躁鬱症: 0.7690079212188721, 濫交: 0.7591285705566406, 焦慮症: 0.7563097476959229, 抑鬱: 0.7557191848754883, 思覺: 0.747418999671936, 失憶症: 0.7382208108901978, 
你走開: 就行了: 0.48116573691368103, 換句話: 0.4743732810020447, 說還: 0.4741564989089966, leaven: 0.46370112895965576, 每一項: 0.46224287152290344, 的數: 0.4573211669921875, 一個點: 0.45590031147003174, 他會: 0.45299285650253296, 第三步: 0.45065802335739136, 第二步: 0.4505273699760437, 
豬女: 軟飯: 0.6943186521530151, 玉葉: 0.6614810824394226, 洪麟: 0.6517923474311829, 李玉華: 0.6431808471679688, 南明魯: 0.642693817615509, 苗洛依: 0.6406984925270081, 朱嘉鎮: 0.6405469179153442, 張亞蘭: 0.6403040289878845, 白眉鷹: 0.6385488510131836, 孔吉: 0.6371743083000183, 
豬小姐: 邵美君: 0.6989129781723022, 阿欣: 0.6978290677070618, fiona: 0.6968827247619629, minnie: 0.6922760605812073, 何裡玉: 0.6824371814727783, 陳子聰: 0.6819214820861816, 應昌佑: 0.6800634860992432, 何佩瑜: 0.6776885986328125, 祖兒: 0.6774360537528992, 偷歡: 0.6756365299224854, 
二流: 文武雙全: 0.6025645732879639, 不可多得: 0.5970374941825867, 第一流: 0.5856583118438721, 出類拔萃: 0.585052490234375, 多才多藝: 0.581472635269165, 後起之秀: 0.5781194567680359, 才氣: 0.5759326815605164, 年紀輕輕: 0.5710886716842651, 輩出: 0.5704373121261597, 一流: 0.5690517425537109, 
令人討厭的: 松子: 0.7317992448806763, 岡野健夫: 0.6365473866462708, 懸命: 0.5971373319625854, 蒼井優: 0.59595787525177, 田村正和: 0.5926111936569214, 中見過: 0.5849207639694214, 愛夢: 0.5840259790420532, 城寶秀則: 0.5830445289611816, 松雪泰子: 0.5768418312072754, 愛看: 0.5755206346511841, 
煽風點火: 引蛇出洞: 0.6834374666213989, 義憤填膺: 0.6799242496490479, 轉移視線: 0.6680207252502441, 陽奉陰違: 0.6659667491912842, 顛倒黑白: 0.6626784205436707, 誣蔑: 0.6583330631256104, 趁火打劫: 0.6559443473815918, 火上澆油: 0.6468987464904785, 敵我不分: 0.6438676118850708, 兩面派: 0.6413257122039795, 
妓院: 妓女: 0.7966325283050537, 老鴇: 0.7260101437568665, 賣入: 0.7245740294456482, 煙館: 0.7114748954772949, 商販: 0.7099436521530151, 飯館: 0.6986732482910156, 餐館: 0.6957524418830872, 旅店: 0.6895135641098022, 小吃店: 0.6893206238746643, 風月場所: 0.6855397820472717, 
野種: 妻及: 0.5768387317657471, 屍毒: 0.5630106925964355, 恨不得: 0.5607349872589111, 奴美神: 0.5603107213973999, 女藤井: 0.5522546172142029, 刀下: 0.5513628721237183, 小罪: 0.551108181476593, 其候: 0.5509945154190063, 子虛: 0.5502819418907166, 無措: 0.5502446889877319, 
負面的: 負面: 0.8495372533798218, 兩極化: 0.727126955986023, 過分: 0.6977667808532715, 並認: 0.6940279603004456, 批評者: 0.6763523817062378, 還認: 0.6721802949905396, 非理性: 0.6715448498725891, 評論界: 0.6703173518180847, 評論者: 0.6695928573608398, 令人不安: 0.6640428900718689, 
最爛的: 最糟: 0.6549515724182129, 最會: 0.5826444625854492, 最酷: 0.5826205015182495, 最慘: 0.5810238122940063, 有史以來: 0.575187623500824, 最惡: 0.5731716156005859, 最差: 0.5636254549026489, 討人厭: 0.560674786567688, 最難: 0.5575639009475708, 不紅: 0.5533653497695923, 
撒尿: 嘴裡: 0.826151967048645, 肚子: 0.8258259296417236, 睡覺時: 0.7848660945892334, 床上: 0.776251494884491, 喊叫: 0.7705618143081665, 撫摸: 0.7694641947746277, 嘴巴: 0.7613914608955383, 手腳: 0.7593442797660828, 伸手: 0.7583308815956116, 啃: 0.7581858038902283, 
瘋癲: 無可救藥: 0.7493035793304443, 憔悴: 0.7467933297157288, 禁不住: 0.7372000813484192, 變心: 0.7357619404792786, 悲苦: 0.7338626980781555, 感情用事: 0.7266709804534912, 憤世嫉俗: 0.7210257649421692, 傾心: 0.7197651863098145, 厭棄: 0.7100571393966675, 放肆: 0.7083909511566162, 
槍子: 徐英風: 0.6412091851234436, 鎗客: 0.6409142017364502, 金刀寨: 0.632582426071167, 姚雄: 0.6310350894927979, 白虎堂: 0.6296578645706177, 蔡福: 0.6265316009521484, spicomacrurus: 0.6203223466873169, 張團練: 0.620103120803833, 解珍: 0.6144191026687622, 巧使: 0.6136693954467773, 
約砲: 沃森還: 0.5336453914642334, 介紹性: 0.5187734365463257, 單頁: 0.515970766544342, 教學資料: 0.5069757699966431, 配信劇: 0.4983503818511963, 裡表紙: 0.4977506399154663, 填答: 0.4945564866065979, 轉貼: 0.49368226528167725, 轉碼: 0.49252188205718994, 單等: 0.4917639493942261, 
正義魔人: 定評: 0.5314550995826721, 丟盡: 0.527374804019928, 莊招治: 0.5260735154151917, 騙騙: 0.5241692066192627, 捨身取義: 0.521875262260437, 馮清春: 0.5206650495529175, 懲奸: 0.5194095969200134, 網認: 0.5186687111854553, 堅定信念: 0.5164122581481934, 仇中: 0.5149309635162354, 
穢氣: 三魂七魄: 0.7447562217712402, 煞氣: 0.740962028503418, 厲鬼: 0.7181360125541687, 孤魂野鬼: 0.7173811197280884, 魔佛: 0.7170419096946716, 成神: 0.7125598192214966, 超渡: 0.7058387398719788, 符水: 0.7050315737724304, 其血: 0.7043635845184326, 消災: 0.7023060917854309, 
智商低: 較安省: 0.8099713921546936, 藍畑村: 0.8048774003982544, 增基: 0.7974424362182617, 品行優良: 0.7923173904418945, 康斯薇洛: 0.7898191213607788, 三興鎮: 0.7891123294830322, 江浩坤: 0.7886918783187866, 宇佐村: 0.7885463833808899, 李叔婉: 0.7873419523239136, 狼洞: 0.7855713963508606, 
你有事嗎: 惹人愛: 0.5702388882637024, 孟楠: 0.5697338581085205, 林採欣: 0.5623728036880493, ladyz: 0.556239128112793, 劉忻: 0.5534714460372925, 阿雅: 0.5525528192520142, 對不起: 0.5515820384025574, 小安: 0.549061119556427, 思思: 0.5472335815429688, 愛要: 0.5453917980194092, 
姦情: 仇家: 0.8018466830253601, 情夫: 0.7947057485580444, 武大郎: 0.7919496297836304, 王婆: 0.7882785797119141, 迷姦: 0.7831353545188904, 殺人滅口: 0.7829731702804565, 頂罪: 0.7825015187263489, 捉姦: 0.781627893447876, 錯手: 0.7791050672531128, 橫刀奪愛: 0.7697720527648926, 
混混: 小混混: 0.7808777093887329, 惡霸: 0.7284380197525024, 扒手: 0.7136021256446838, 橫衝直撞: 0.7128490209579468, 不良少年: 0.6904191374778748, 色狼: 0.6879062056541443, 小弟: 0.6799166202545166, 正牌: 0.6793216466903687, 地痞: 0.6787525415420532, 三人組: 0.6761386394500732, 
低智: ko: 0.480304092168808, jk: 0.4255872666835785, 迅史: 0.390910267829895, 場前: 0.38643190264701843, lenta: 0.37645190954208374, ndhu: 0.37426847219467163, sportus: 0.371234655380249, saku: 0.3694525957107544, 更津站: 0.3653031885623932, 川海: 0.3627495765686035, 
不放過你: 丁志誠: 0.6353916525840759, 生活秀: 0.6278738379478455, 鳳凰琴: 0.6202268600463867, 蘇觀: 0.6183987259864807, 楊慕: 0.6153577566146851, 諜戀: 0.6142275333404541, 李依玲: 0.6123077869415283, 止戰: 0.6122080087661743, 大撒把: 0.610537588596344, 餘皚磊: 0.6090502738952637, 
賤男: 張耀揚: 0.746295690536499, 成奎安: 0.7460905909538269, 張慧儀: 0.742446780204773, 張堅庭: 0.7388604879379272, 陸劍明: 0.7377194762229919, 黃家諾: 0.7376173138618469, 李若彤: 0.7365803718566895, 黃光亮: 0.7362074851989746, 吳家麗: 0.7359965443611145, 陳安琪: 0.734142005443573, 
詐騙集團: 詐騙: 0.7978712916374207, 販毒: 0.7257174253463745, 販毒集團: 0.7056077718734741, 洗錢: 0.6857604384422302, 詐騙案: 0.6825729608535767, 運毒: 0.6752791404724121, 線民: 0.6636264324188232, 暴力討債: 0.658600926399231, 黑道: 0.6557525992393494, 取財: 0.6515027284622192, 
作假帳: 華隆案: 0.6346535682678223, 案遭: 0.6288115978240967, 以權謀私: 0.626489520072937, 涉犯: 0.6159120202064514, 何鴻榮: 0.6126375794410706, 王世均: 0.611500084400177, 張兆順: 0.6082964539527893, 黑案: 0.6049296855926514, 秋後算帳: 0.6030561327934265, 法修法: 0.6007237434387207, 
欠錢不還: 要債: 0.779956579208374, 賈偉仁: 0.7713620662689209, 魚旦: 0.767521858215332, 風塵女郎: 0.759598970413208, 我簽: 0.7574459314346313, 汪靜: 0.7569419145584106, 棲東: 0.7566463947296143, 步瀛齋: 0.7561020851135254, 管瑾宗: 0.7556817531585693, 證監局: 0.7555464506149292, 
喝: 喝完: 0.8067754507064819, 喝得: 0.8036055564880371, 喝到: 0.80046546459198, 一杯: 0.7847064733505249, 喝一杯: 0.776084303855896, 喝掉: 0.7598243355751038, 喝過: 0.7567624449729919, 兩杯: 0.7562997341156006, 一瓶: 0.7554829120635986, 喝上: 0.7502330541610718, 
掛牌: 深交所: 0.6541374921798706, 上櫃: 0.6427814364433289, 退市: 0.6248000860214233, 上交所: 0.6193333864212036, 香港聯交所: 0.6146825551986694, 揭牌: 0.602107048034668, 求售: 0.6008492708206177, 上市: 0.5930690765380859, 創業板: 0.5891655683517456, 港交所: 0.5889556407928467, 
暴力討債: 販賣毒品: 0.8113921880722046, 特種行業: 0.7755932211875916, 取財: 0.7652251720428467, 高利貸: 0.7545608878135681, 非法經營: 0.7472825050354004, 放高利貸: 0.7413511276245117, 不法: 0.7408944964408875, 洗錢: 0.7386494874954224, 詐騙: 0.7303035259246826, 收賄: 0.7293678522109985, 
下來: 下去: 0.6845511794090271, 勉強: 0.6513537764549255, 依然: 0.6460340023040771, 一直: 0.6119802594184875, 得以: 0.6078484058380127, 留下來: 0.6069164276123047, 直到: 0.5923990607261658, 依舊: 0.5910600423812866, 就將: 0.5867251753807068, 沒能: 0.5863307118415833, 
愛嗎: 我錯: 0.6162918210029602, 三生有幸: 0.6051793098449707, 對不起: 0.6002458333969116, 愛我嗎: 0.5979043841362, 愈愛愈: 0.5920318365097046, 你會: 0.5911160707473755, 愛不愛: 0.5886721611022949, 戀火: 0.5875481963157654, 犯賤: 0.585234522819519, 別怪: 0.5852315425872803, 
過分: 過份: 0.830857515335083, 迂腐: 0.7845472693443298, 陳腐: 0.7842440605163574, 不負責任: 0.7829819917678833, 輕率: 0.7779942750930786, 對人: 0.7668328285217285, 愚昧: 0.7645949125289917, 非理性: 0.7626065015792847, 絲毫: 0.7577567100524902, 輕視: 0.756144642829895, 
臭雞蛋: 易揮發: 0.812766432762146, 常溫下: 0.8027459383010864, 三氧化硫: 0.8020642995834351, 碳酸鋇: 0.800178587436676, 氧化鈣: 0.7994663715362549, 油狀: 0.796467661857605, 可溶解: 0.7913641929626465, 乾粉: 0.787276029586792, 磷酸鈣: 0.7852815389633179, 粘稠: 0.7815887928009033, 
笑面虎: 七叔: 0.7376381158828735, 孫二孃: 0.7332751750946045, 二當家: 0.7313528656959534, 王小虎: 0.7266775369644165, 大頭鬼: 0.7184761166572571, 阿豹: 0.716155469417572, 艾飛: 0.7133402824401855, 石勇: 0.7133001089096069, 結拜兄弟: 0.7126919031143188, 金妹: 0.7122623324394226, 
軟弱: 優柔寡斷: 0.8405152559280396, 冷漠: 0.8345235586166382, 懦弱: 0.8323529362678528, 漠不關心: 0.8124773502349854, 冷酷無情: 0.7874293923377991, 喜怒無常: 0.7822122573852539, 乖戾: 0.780182421207428, 固執: 0.7796865701675415, 急躁: 0.7773416042327881, 懶散: 0.7747087478637695, 
警察打人: 布福: 0.7158227562904358, 先帶: 0.6823421716690063, 承琨: 0.6799719333648682, 不明真相: 0.6766355633735657, 曉以利害: 0.6748219132423401, 信會: 0.6739393472671509, 支支吾吾: 0.6725077033042908, 義憤填膺: 0.6724094152450562, 何棄療: 0.6701200604438782, 史剛: 0.6695863604545593, 
靠關係: 不怎麼樣: 0.6429439783096313, 吊兒郎當: 0.6370909810066223, 不嫉妒: 0.6362403631210327, 張狂: 0.6331058740615845, 怕事: 0.6081940531730652, 銳傑: 0.6079767346382141, 無理取鬧: 0.6070556640625, 忿忿不平: 0.6066596508026123, 智希: 0.6057593822479248, 濃眉大眼: 0.6041724681854248, 
走後門: 造謠: 0.6821879148483276, 承認錯誤: 0.6692489385604858, 關說: 0.6587669849395752, 違法亂紀: 0.6551060676574707, 舉報人: 0.6542860865592957, 馮滬祥: 0.6541877388954163, 冷處理: 0.6470052003860474, 周永康: 0.6450523138046265, 葉俊榮: 0.6445229053497314, 脫產: 0.6435636281967163, 
強盜: 竊盜: 0.7433375120162964, 小偷: 0.7333297729492188, 一夥: 0.7330555319786072, 搶劫: 0.7202757596969604, 搶匪: 0.7188563346862793, 惡徒: 0.7078633308410645, 偷竊: 0.7055033445358276, 扒手: 0.7042862772941589, 歹徒: 0.6985793113708496, 同夥: 0.6957103610038757, 
不要理他: 安易: 0.6019691228866577, 女胎: 0.5957034230232239, 璻: 0.5952309370040894, 謏: 0.5951205492019653, 瞀: 0.5908184051513672, 時珍: 0.585830807685852, 成器: 0.5767346024513245, 鄧小南: 0.5728350877761841, 澨: 0.5684073567390442, 五難: 0.567953884601593, 
你算什麼: noday: 0.7053546905517578, 田小娟: 0.7014069557189941, natsu: 0.6861512660980225, 張賢勝: 0.6855692863464355, semina: 0.6854594349861145, 裴允貞: 0.6777180433273315, haru: 0.676798939704895, nayoung: 0.6714818477630615, datte: 0.6707907915115356, giriboy: 0.6676502823829651, 
髒: 汙垢: 0.7950290441513062, 撒尿: 0.7241295576095581, 弄髒: 0.7188363671302795, 擦: 0.718431830406189, 嘴裡: 0.7182363271713257, 啃: 0.7138773202896118, 針刺: 0.7111568450927734, 吐出來: 0.7061290144920349, 穢物: 0.7059741616249084, 屁股: 0.7052741050720215, 
沒教養: 貪小便宜: 0.6731883883476257, 不懂事: 0.6644587516784668, 調皮搗蛋: 0.6471468210220337, 嘮叨: 0.6393986940383911, 迷迷糊糊: 0.6300947666168213, 好吃懶做: 0.6287603378295898, 小心眼: 0.627030074596405, 長不大: 0.6253917217254639, 毛躁: 0.6235964894294739, 有仇必報: 0.6218701601028442, 
齪: 李逢吉: 0.6926635503768921, 令狐楚: 0.6868410110473633, 劉悟: 0.6841424703598022, 樑師成: 0.6836667060852051, 奇禍: 0.6826387643814087, 王在晉: 0.6806341409683228, 丁大全: 0.6801755428314209, 股肱: 0.678372859954834, 之謀: 0.6776242256164551, 朋黨: 0.6742312908172607, 
亂七八糟: 一團亂: 0.7605470418930054, 偷懶: 0.7583772540092468, 整天: 0.753288209438324, 捉弄: 0.7323111891746521, 腦子: 0.729435920715332, 一天到晚: 0.7284514904022217, 整得: 0.7281742691993713, 不太會: 0.7239828109741211, 心不在焉: 0.7234504818916321, 莫名其妙: 0.7227935791015625, 
死光光: 吳鳴: 0.68837571144104, 夜禍: 0.6880203485488892, nejv: 0.6843363046646118, 玉舞: 0.6841628551483154, 綾瀨裕: 0.6838639974594116, 得理不饒: 0.6805006265640259, 人和斯洛: 0.6767175197601318, 鄭宮: 0.6692190170288086, 屍良: 0.6681532263755798, 葬者: 0.6676947474479675, 
密醫: 無照: 0.6263313293457031, 胡寶珍: 0.617856502532959, 接生: 0.6176632642745972, 淨一: 0.6123112440109253, 癌症病患: 0.6115944385528564, 住院病人: 0.6030080318450928, 自揭: 0.6021475791931152, 哀川潤: 0.5986106395721436, 病患: 0.5978667736053467, 開藥: 0.5973371267318726, 
吐血: 昏厥: 0.8294186592102051, 氣絕: 0.8217991590499878, 數升: 0.8186377882957458, 嘔血: 0.8129935264587402, 咳血: 0.8127137422561646, 不省人事: 0.8056888580322266, 暴斃: 0.8041077852249146, 暈厥: 0.7991375923156738, 毒發: 0.7936241030693054, 暈倒: 0.7911357879638672, 
很卑鄙: 粗暴: 0.569753110408783, 卑鄙: 0.565365195274353, 卑劣: 0.5365469455718994, 狡詐: 0.5203585624694824, 無禮: 0.5141341686248779, 野心家: 0.5066580772399902, 狂妄: 0.504888653755188, 輕率: 0.5011146664619446, 違抗: 0.4911947250366211, 蠻橫: 0.49019649624824524, 
寶貝: 彩衣: 0.6563326716423035, 光一樣: 0.6247426271438599, sherrybaby: 0.6234287619590759, 放克猴: 0.6115385293960571, 小精靈: 0.5976938605308533, 神奇: 0.5918533205986023, 絮子: 0.5834944248199463, 皮卡丘: 0.5814528465270996, 淘氣: 0.5694587230682373, 寶寶: 0.5659894943237305, 
我挺你: 林怡鳳: 0.6996606588363647, 雨愛: 0.6873998045921326, 卡啦版: 0.6716585159301758, 周煒傑: 0.6707597970962524, 宋世堯: 0.6669541001319885, 姚亦晴: 0.6651822328567505, 看走眼: 0.6648671627044678, 王美蓮: 0.6635958552360535, 劉景莊: 0.6609200239181519, 黃晟峰: 0.6608709096908569, 
欠錢: 乞米: 0.6518979072570801, 告官: 0.6472859382629395, 趁人之危: 0.642977237701416, 郭董: 0.6426394581794739, 還不起: 0.6420977711677551, 老鞏: 0.6328856945037842, 赤包: 0.6323390007019043, 輸錢: 0.6303378343582153, 收債: 0.6275559067726135, 沒夠: 0.6252179145812988, 
還錢: 還債: 0.8196972608566284, 借錢: 0.8130031824111938, 被騙: 0.7940276265144348, 賭債: 0.7830445766448975, 付錢: 0.7790253162384033, 籌錢: 0.7774337530136108, 追債: 0.7677344083786011, 贖身: 0.7653549909591675, 要錢: 0.761989951133728, 欠債: 0.760780930519104, 
豬哥: 倪敏然: 0.6814597249031067, 陳亞蘭: 0.6802234053611755, 七先生: 0.6421457529067993, 廖峻: 0.6381148099899292, 張菲: 0.6289135813713074, 胡瓜: 0.6234794855117798, 連環泡: 0.6232178211212158, 王彩樺: 0.6227811574935913, 侯怡君: 0.6059496402740479, 邢峰: 0.605882465839386, 
拐: 朝天: 0.6879450082778931, 扁擔: 0.6790409088134766, 關刀: 0.6722180843353271, 子午: 0.6628212332725525, 屻: 0.6534905433654785, 九道: 0.6520799994468689, 蹬: 0.6519474983215332, 碾: 0.6228103637695312, 吊: 0.622321367263794, 草鞋: 0.6187986135482788, 
吃: 不吃: 0.8231885433197021, 吃到: 0.7873250246047974, 吃過: 0.7836264371871948, 下肚: 0.755932092666626, 早飯: 0.7546090483665466, 飯菜: 0.745641827583313, 吃飽: 0.7410473823547363, 喝: 0.7398961782455444, 一餐: 0.7339611053466797, 一碗: 0.7312145829200745, 
騙: 要錢: 0.7545478343963623, 被騙: 0.7368401288986206, 賠錢: 0.7194890975952148, 竟是: 0.7176573276519775, 騙錢: 0.715645432472229, 說謊: 0.7110913395881653, 償命: 0.708439290523529, 還錢: 0.7081722021102905, 痛罵: 0.7071201801300049, 千方百計: 0.7008097767829895, 
不知羞恥: 強詞奪理: 0.7447720170021057, 情面: 0.7401303052902222, 逾矩: 0.7383085489273071, 何必如此: 0.7337430715560913, 笑罵: 0.7334582209587097, 淫佚: 0.7300699949264526, 氣話: 0.7298054695129395, 貪殘: 0.7273574471473694, 有謀: 0.7250331044197083, 正諫: 0.7221522927284241, 
二手貨: 日常用品: 0.6612900495529175, 仿冒品: 0.6321191787719727, 典當: 0.6320250034332275, 代購: 0.6284447312355042, 進貨: 0.6271454691886902, 郵購: 0.6186960935592651, 洋酒: 0.6110993027687073, 賣家: 0.606254518032074, 文具: 0.6034786105155945, 購買者: 0.5999880433082581, 
蕩婦: 情花: 0.7296671867370605, 卿何: 0.7234578728675842, 薄命: 0.7082409858703613, 紅杏: 0.7026265859603882, 空中少爺: 0.6889430284500122, 棄婦: 0.6879441142082214, 賣花女: 0.6842920780181885, 豔史: 0.6820435523986816, 妖姬: 0.6737855076789856, 浪蕩子: 0.6724607944488525, 
唉呦: 鄧子霆: 0.7918109893798828, 易桀齊: 0.7913417816162109, 朱海君: 0.7869478464126587, 施文彬: 0.7840321660041809, 林佩瑤: 0.7711547613143921, 許富凱: 0.7687610387802124, 黃品源: 0.7680952548980713, 金智娟: 0.7671831250190735, 王瑞霞: 0.7646453976631165, 蔡佳麟: 0.7645630836486816, 
欺負人: 貪小便宜: 0.756108283996582, 愛哭: 0.7231212854385376, 愛面子: 0.7122484445571899, 鬧彆扭: 0.7109394073486328, 怕事: 0.6964997053146362, 聽話: 0.6949388980865479, 吃醋: 0.6947230696678162, 調皮搗蛋: 0.6895723342895508, 總讓: 0.6854427456855774, 欺負: 0.6850334405899048, 
假: 假新聞: 0.5763309001922607, 行僧: 0.5406334400177002, 人頭: 0.5365408658981323, 虛假: 0.5260480642318726, 無薪: 0.525159478187561, 戳破: 0.5212604999542236, 假冒: 0.5093898177146912, 移花接木: 0.5032368898391724, 戳穿: 0.5012842416763306, 竊聽器: 0.5003024339675903, 
我呸: play: 0.6644172668457031, 蔡依林: 0.6393347382545471, 鼓鼓: 0.6287577748298645, 唯舞: 0.6197465658187866, 畢書: 0.6191636323928833, 閉一隻眼: 0.6187925338745117, 關詩敏: 0.6184115409851074, 彭靖惠: 0.6177478432655334, 吳佩珊: 0.6171942353248596, 敢不敢: 0.6131069660186768, 
給我滾: 趕回去: 0.6487953066825867, 跑掉: 0.6135149002075195, 快點: 0.6132824420928955, 就給: 0.6109817028045654, 我剛: 0.6045087575912476, 傅媽: 0.6038587093353271, 虧心事: 0.6001260280609131, 臭罵一頓: 0.5979485511779785, 快去: 0.5974603891372681, 臨走時: 0.5969706773757935, 
不肖子: 通賊: 0.7625077962875366, 斑師: 0.7555595636367798, 黃宗炎: 0.7539329528808594, 人之將死: 0.7517768144607544, 司馬仲達: 0.7510558366775513, 茲甫: 0.7491533756256104, 原情: 0.7487718462944031, 諸婦: 0.7478169202804565, 曹訓: 0.7472865581512451, 晚乎: 0.7471699714660645, 
先生: 驚惡: 0.6765648126602173, 貴性: 0.6479659676551819, 康先生: 0.633256196975708, 戇星: 0.6264578104019165, 皮巴弟: 0.6231277585029602, 女士: 0.6110466718673706, 曾虛白: 0.6109516620635986, 杜絲: 0.5933033227920532, 史格芬頓: 0.5742819309234619, 林先生: 0.5696163177490234, 
娼妓: 妓女: 0.7623614072799683, 賣淫: 0.743570864200592, 性工作者: 0.7418280839920044, 平民百姓: 0.7345439195632935, 性交易: 0.724205732345581, 男妓: 0.7235537171363831, 賤民: 0.7062475681304932, 上層社會: 0.6918158531188965, 惡習: 0.6901600360870361, 賣身: 0.688745379447937, 
利慾薰心: 工於心計: 0.820341944694519, 吃盡苦頭: 0.7959346175193787, 貪財: 0.7850916981697083, 陰險毒辣: 0.7840350866317749, 心胸狹窄: 0.7780479192733765, 忘恩負義: 0.7754385471343994, 毒辣: 0.7744624614715576, 怕事: 0.7727459669113159, 嬌縱: 0.7725315093994141, 趨炎附勢: 0.7720438838005066, 
豬腦: 響油鱔: 0.9067578315734863, 白切: 0.9027553796768188, 芋泥: 0.8989068269729614, 蹄膀: 0.895473301410675, 紅燜: 0.8938064575195312, 口水雞: 0.8926588296890259, 涼伴: 0.8910201191902161, 油燜: 0.8886671662330627, 全鴨: 0.8882867097854614, 燒酒雞: 0.888245701789856, 
祖媽: 力維: 0.7817323803901672, 訓正: 0.7798404693603516, 劉印平: 0.7779366374015808, 李國禎: 0.7766013145446777, 有仁: 0.7736476063728333, 魁鬥星君: 0.7731204628944397, 福兒: 0.7727575898170471, 君雄: 0.7693382501602173, 蕭宗煌: 0.7686522603034973, 柳堂: 0.7682459354400635, 
阿六: 德叔: 0.7301446199417114, 俞明: 0.7167224884033203, 書僮: 0.7112347483634949, 四哥: 0.7049950361251831, 張復建: 0.7047644853591919, 狗蛋: 0.699974536895752, 慕思成: 0.6966919302940369, 嫣: 0.6956613063812256, 林偕文: 0.6953990459442139, 張立威: 0.692965567111969, 
